Matricula,Temporada,Embarcacion,Armador,casco,tipo_presevacion,eslora,potencia_motor,capbod_m3,numowned
HO-1714-CM,2017-I,JESSICA,PESQUERA MARINHA S.A.C,MADERA,CAJ/HIE,17.200000760000002,145,42.09,4
CO-52127-PM,2017-I,LIGRUNN,AUSTRAL GROUP S.A.A,ACERO NAVAL,RSW,47.59999847,3189,867.17,20
IO-0964-PM,2017-I,HUACHO 9,PESQUERA NIROCI S.A.C.,ACERO NAVAL,N/P,30.25,510,277.53,5
CO-19014-PM,2017-I,RAFAELLA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,RSW,38.74000168,180,401.8,29
CO-21116-CM,2017-I,SANDRINA,PESQUERA Z Y T S.A.C.,MADERA,CAJ/HIE,20.10000038,283.36,95.82,3
CO-16602-PM,2017-I,PDA-02,LSA ENTERPRISES PERU S.A.C.,ACERO NAVAL,CAJ/HIE,39.70000076,518,225,3
CE-23153-PM,2017-I,MI ANITA II,CUSTODIO EFFIO LORENZO,MADERA,CAJ/HIE,20.73999977,455,43.68,3
CO-21696-PM,2017-I,PDA-03,LSA ENTERPRISES PERU S.A.C.,ACERO NAVAL,N/P,42.20000076,650,350,3
CO-21429-PM,2017-I,PDA-01,LSA ENTERPRISES PERU S.A.C.,ACERO NAVAL,N/P,42.5,671.13,364.84,3
CO-12432-PM,2017-I,ALFA,PESQUERA CANTABRIA S.A.,ACERO NAVAL,N/P,25.60000038,540,197.8,10
HO-21097-CM,2017-I,"NATHALIA",CORPORACION PESQUERA HILLARY S.A.C.,MADERA,CAJ/HIE,18.28000069,250,99.58,1
CO-11394-PM,2017-I,FABIOLA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,38.97000122,705,390.15,29
PT-55049-CM,2017-I,LORENA,MARTINEZ JACINTO JUAN ;MARTINEZ JACINTO JULIO ;PANTA DE MARTINEZ HILDA MARUJA ;PANTA ECA MARIA DILSIA,MADERA,N/P,23,600,105.83,2
CO-5245-PM,2017-I,BALLESTAS I,PERUANA DE ADMINISTRACION Y GESTION INTEGRAL S.A.C.,ACERO NAVAL,N/P,32.84000015,526,226.01,3
CO-10400-PM,2017-I,POLAR III,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,43.88000107,650,401.88,29
CE-1863-PM,2017-I,ANTICA B,INVERSIONES MOREDA S.A.C,ACERO NAVAL,N/P,31.71999931,550,268.97,3
PT-51985-PM,2017-I,JOSE HIPOLITO,PANTA PERICHE FROILAN,MADERA,N/P,22,365,76.05,2
PT-51665-PM,2017-I,DIVINO CAUTIVO,JACINTO PANTA CLEMENTINA MARIA ;PANTA PANTA PEDRO,MADERA,N/P,22,650,90.8,3
PT-3474-CM,2017-I,MARIA AURELIA,TUME RUIZ MARINO LEONIDAS,MADERA,N/P,17.25,180,60.84,1
PT-20063-CM,2017-I,GUIAME MADRE MIA,SANDOVAL DAMIAN MARIA HUMBERTA ;SUCLUPE TEJADA JOSE DE LA ROSA,MADERA,CAJ/HIE,11.30000019,120,68.65,2
CE-0205-PM,2017-I,CECI,PESQUERA CAPRICORNIO S.A.,ACERO NAVAL,N/P,23.23999977,250,141.53,7
PT-6154-CM,2017-I,DON FELIX III,CHUNGA DE GONZALES MARGARITA ;GONZALES RUMICHE JOSE MARIA ;GONZALES RUMICHE MANUEL DE LA CRUZ ;GONZALES RUMICHE VICENTE,MADERA,CAJ/HIE,15.19999981,238,36.48,1
PL-20644-CM,2017-I,AMOR DE CRISTO,CASTRO DE LLENQUE FELICITA ;LLENQUE FIESTAS ANSELMO,MADERA,CAJ/HIE,12.31999969,180,39,1
PL-10319-CM,2017-I,BEATITA DE HUMAY 1,CUSTODIO HUAMANCHUMO NICOLASA,MADERA,N/P,11.56000042,180,33.17,3
PL-4334-CM,2017-I,MI ALBERTO II,SANCHEZ CASTRO FRANCISCO ;SANCHEZ JACINTO JAN ALBERTO ;SANCHEZ JACINTO MAHER NICOLAZA ;SANCHEZ JACINTO MOISES SESAIN,MADERA,CAJ/HIE,15,280,33.5,1
PL-52096-CM,2017-I,DON SEBASTIAN II,GALAN DE LLENQUE ROMULA ;LLENQUE FIESTAS BENJAMIN ;LLENQUE FIESTAS LUIS ;MARTINEZ QUEREBALU MARIA AGUSTINA,MADERA,N/P,15.30000019,280,33.73,2
PL-18107-CM,2017-I,ROXANA 3,GROUP VIOLETA S.A.C,MADERA,CAJ/HIE,19.5,120,57.63,2
PL-2264-CM,2017-I,EL NAYLAMP,GALAN OROZCO JOSE RAUL,MADERA,CAJ/HIE,13.55000019,180,74.75,1
CO-15807-CM,2017-I,ANA TOMASA,INVERSIONES ZERO S.A.C.,MADERA,CAJ/HIE,16.20999908,355,49.35,1
PT-54871-PM,2017-I,SIEMPRE MI HERNANCITO II,PANTA DE PERICHE JULIA ;PANTA PANTA JOSE ANDRES ;PANTA PERICHE MARIA CANDIDA ;PERICHE ECA PEDRO CELESTINO,MADERA,N/P,18.5,340,86.01,2
IO-5112-PM,2017-I,CARMEN JUDITH 2,EMPRESA PESQUERA PERCAR S.A.C.,ACERO NAVAL,N/P,24.799999239999998,324.18,189,5
CO-17997-PM,2017-I,DANIELLA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,RSW,38.5,783.3,403.54,29
CO-14443-PM,2017-I,POLAR I,PESQUERA CENTINELA S.A.C.,ACERO NAVAL,RSW,44.70000076,850,340,9
PT-3958-CM,2017-I,JOAS LO QUE JEHOVA DIO,MARTINEZ TORREJON DE YATACO JULIA JUANA ;YATACO LAVALLE MANUEL FORTUNATO,MADERA,CAJ/HIE,17.79000092,440,90,1
IO-12075-PM,2017-I,JESUS,PESQUERA ASTRID S.R.L.,ACERO NAVAL,N/P,25.04000092,230,203.87,1
CO-1459-PM,2017-I,AREQUIPA 10,PESQUERA ANA MARIA SRL,ACERO NAVAL,N/P,29.03000069,600.29,324.49,1
PL-18447-CM,2017-I,ALETA AZUL 2,PESQUERA LUZMAG S.A.C.,MADERA,CAJ/HIE,11.5,300,40.16,4
PL-2259-CM,2017-I,ALETA AZUL,PESQUERA LUZMAG S.A.C.,MADERA,N/P,11.92000008,135,37.1,4
CO-16686-PM,2017-I,SAN JUAN,HUAMANCHUMO BIMINCHUMO TEREZA ELENA ;OROSCO CASTRO JIMMY NICOLAY,MADERA,CAJ/HIE,20.700000760000002,220,50,1
PT-58206-PM,2017-I,SAN JUAN,SIEMPRE JUAN E.I.R.L,MADERA,N/P,22,440,102.81,2
CE-15791-PM,2017-I,DON JUAN,PESQUERA DIAMANTE S.A.,ACERO NAVAL,RSW,47.90000153,1849.93,732.38,29
PL-56286-PM,2017-I,VALENTINA,JIMENEZ GONZALES ROSA ISABEL,MADERA,N/P,18.5,365,81.28,1
CO-58478-PM,2017-I,FRANCISCA,PESQUERA MARMAR S.A.C.,MADERA,N/P,21.5,365,101.19,7
CO-44164-CM,2017-I,GALILEO III,BARRETO PAREDES FERNANDO RICHARD,MADERA,N/P,22.60000038,280,110,4
CO-58941-PM,2017-I,DON ANGEL,ALBERCA PINTADO MERCEDES MARISOL ;ECA SANCHEZ ANTONIO ;ECA SANCHEZ JOSE ELIAS ;ECA SANCHEZ SANTOS ANCELMO ;JACINTO PANTA LUZ MARIA ;PERICHE DE ECA GLORIA PILAR,MADERA,N/P,23.31999969,365,80.02,2
PT-58749-PM,2017-I,JUAN ENRIQUE II,SVP.1 S.A.C.,MADERA,N/P,23,465,75.15,2
PT-58598-PM,2017-I,ROSITA JANET,EMPRESA PESQUERA ROSIJAT MA E.I.R.L.,MADERA,N/P,21,408,37.92,1
PL-58910-PM,2017-I,MI SAN MARTIN,PANTA PANTA PEDRO ;PANTA PANTA SAN VICENTE PAUL ;PANTA PANTA SANTOS NESTOR ;PANTA PANTA SANTOS PASCUAL ;PANTA PANTA SANTOS ROGELIO,MADERA,N/P,25.049999239999998,600,89.76,2
PL-58961-PM,2017-I,ROSA MARIA MS 4,EMPRESA PESQUERA SANTA LUCIA S.A.C.,NA,N/P,24,600,88.33,3
TA-58947-PM,2017-I,MARIA AUXILIADORA,INVERSIONES PESQUERA MARIA AUXILIADORA S.R.L.,MADERA,N/P,22,480,93.39,2
HO-58956-PM,2017-I,TIO CARAMELO,EMPRESA PESQUERA MARIA DEL ROCIO S.R.L.,MADERA,N/P,23,455,110,3
TA-58954-PM,2017-I,ROMELIO,ROYFRAN S.A.C.,MADERA,N/P,23,650,107.28,2
CO-58614-PM,2017-I,SANTA ROSA,PESQUERA TEVIMAR S.A.,ACERO NAVAL,N/P,31.09000015,100,244.75,5
PT-58963-PM,2017-I,MAURO,ALVAREZ ECHE FLORA ;VITE MORALES LEONARDO FELIPE,MADERA,N/P,22,600,102,3
PT-59633-PM,2017-I,MILAGRO DE CHALPON,INVERSIONES PESQUERAS JUAN CARLOS E.I.R.L.,MADERA,N/P,22.87000084,600,85,2
TA-58751-PM,2017-I,MI JUANITA,ALVAREZ ECHE PABLO ;AMAYA MORALES ESPERANZA DEL PILAR,MADERA,N/P,23,600,109.21,2
PL-58784-CM,2017-I,JULIO VALERIANO 2,PESQUERA MARICARMEN S.A.C.,MADERA,RSW,17,385,44.51,2
PL-58594-CM,2017-I,DAVID ALONSO,PESQUERA DACON S.A.C.,MADERA,N/P,14.97999954,320,33.99,3
PT-61057-PM,2017-I,VIRGEN DEL CARMEN II,PANTA AMAYA GERARDO ;PANTA AMAYA RAFAEL ;PANTA DE RUMICHE CONCEPCION ;PANTA DE RUMICHE MAXIMA ;RUMICHE PANTA FELIPE ;RUMICHE PANTA FRANCISCO ;RUMICHE PANTA MARIA CRISTINA ;RUMICHE VALENCIA MARIA JOSEFA,NA,N/P,19,350,33.37,2
PT-61709-CM,2017-I,SIEMPRE MI CAUTIVO,PAZO QUEREVALU SANTOS ELOY,MADERA,CAJ/HIE,16.14999962,320,33.49,2
PT-61358-PM,2017-I,MI ESPERANZA III,CHAPA PERICHE MARIA AGUEDA ;ECA MARTINEZ PEDRO PABLO ;PAIVA MARTINEZ ELISEO ;PANTA DE ECA MARIA,MADERA,CAJ/HIE,22,365,69.21,3
PT-58953-PM,2017-I,DON JUAN II,INVERSIONES PESQUERAS B & J SOCIEDAD ANONIMA CERRADA - INVERSIONES PESQUERAS B & J S.A.C.,MADERA,CAJ/HIE,20,440,71.07,1
PL-60658-PM,2017-I,EL AMIGO DEL GALILEO,IPANAQUE OROSCO ISRAEL ABIMAEL,MADERA,CAJ/HIE,21,550,109.4,4
CE-61829-PM,2017-I,MARIA ESPERANZA III,CORPORACION SEGJONA S.A.C.,MADERA,CAJ/HIE,17.35000038,365,70.9,3
PT-61822-PM,2017-I,MARINHA I,PESQUERA MARINHA S.A.C,MADERA,N/P,23.5,408,110,4
PT-61746-PM,2017-I,MARIA ANGELITA,ECHE TUME JIMMY OMAR ;ECHE TUME JOSE ANTONIO ;TUME FIESTAS MARIA ALFONSA,MADERA,N/P,19,380,50.38,2
PT-61726-PM,2017-I,JORGE ANTONIO,CONSORCIO MUZA S.A.C,MADERA,RSW,25,620,109.4,8
CO-59527-PM,2017-I,DON CARLOS,PESQUERA PACIFICO DEL NORTE S.A.C.,MADERA,N/P,22.700000760000002,440,98.34,3
TA-62234-PM,2017-I,MARIBEL,ECA PANTA JULIA ESTHER ;PANTA FIESTAS DE PERICHE MELVA ;PERICHE MARTINEZ AGUSTIN ;PERICHE MARTINEZ ANTONIO ;PERICHE MARTINEZ NEPTALI ;RAMIREZ PANTA ELIZA,MADERA,N/P,22.5,455,71.23,3
CE-10376-PM,2017-I,ANTARES III,PESQUERA E & S S.A.C.,ACERO NAVAL,N/P,31.72999954,633.84,220,1
PT-62023-PM,2017-I,SIEMPRE SAN JUAN,HEMIR E.I.R.L.,MADERA,N/P,23,600,109.94,2
CE-12972-PM,2017-II,TIBURON 3,PESQUERA AZUL S.A.C.,ACERO NAVAL,N/P,42.56999969,894.84,422,2
CO-10613-PM,2017-II,CAPRICORNIO 6,PESQUERA CAPRICORNIO S.A.,ACERO NAVAL,RSW,31.77000046,540,282.94,7
CO-5302-PM,2017-II,POLAR II,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,42.83000183,634,406.71,29
CO-21111-PM,2017-II,DON TOMAS,PESQUERA FELIPITA S.A.C.,MADERA,N/P,20.700000760000002,540,108.12,1
CO-9906-PM,2017-II,"NATALIA",PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,45.06000137,2000,499.18,29
PT-10933-PM,2017-II,TASA 418,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,38.75,1060,426.37,48
CE-51707-PM,2017-II,MODESTO 7,PESQUERA NIROCI S.A.C.,ACERO NAVAL,N/P,39.13999939,775,231.38,5
HO-6579-PM,2017-II,TASA 36,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,31.09000015,565,321.64,48
CO-10397-PM,2017-II,ERNESTINA,INVERSIONES SCHERMA S.A.C.,ACERO NAVAL,N/P,31.09000015,565,223.36,1
CE-11436-PM,2017-II,TASA 426,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,41.59999847,900.05,397.36,48
CE-0233-PM,2017-II,LOCUMBA 5,GRUPO PESQUERO S.A.C.,ACERO NAVAL,N/P,24.37999916,360,190.42,5
CO-4502-PM,2017-II,POLAR VI,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,37.5,670,331.8,29
CO-22029-PM,2017-II,TASA 45,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,44.79999924,970,364.84,48
CO-15233-PM,2017-II,TASA 71,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,50.59999847,1850,868.27,48
CE-2777-PM,2017-II,RENZO,PESQUERA HUMACARE S.A.,ACERO NAVAL,N/P,30.25,540,275,7
CE-10695-PM,2017-II,RIBAR XV,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,39.75,720,337.25,27
PL-17784-CM,2017-II,JOSE LUIS,SANDOVAL DAMIAN MARIA HUMBERTA ;SUCLUPE TEJADA JOSE DE LA ROSA,MADERA,CAJ/HIE,15,365,33.99,2
CO-18965-CM,2017-II,ANTONIA II,PESQUERA Z Y T S.A.C.,MADERA,CAJ/HIE,19.89999962,283.36,107,3
CE-1253-PM,2017-II,TIBURON 2,PESQUERA AZUL S.A.C.,ACERO NAVAL,N/P,32,397,251.99,2
PS-10061-PM,2017-II,TASA 412,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,36.59999847,790.76,400.88,48
CE-2916-PM,2017-II,JUNIN 2,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,N/P,37.68000031,900,372,23
CO-5791-CM,2017-II,PAOLA,PESQUERA PAOLA S.A.C.,MADERA,CAJ/HIE,18.29000092,170,102.99,1
HO-10722-PM,2017-II,TASA 416,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,36.59999847,1060,420,48
HO-1759-PM,2017-II,KAROL,PESQUERA GROBET S.A.C.,MADERA,CAJ/HIE,21.85000038,NA,107.6,1
CO-10744-CM,2017-II,JABET II,CHUNGA PURIZACA EUGENIA,ACERO NAVAL,N/P,19.95999908,280,100.16,1
PT-2466-PM,2017-II,TASA 111,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,25.04000092,161.74,188,48
SE-9970-PM,2017-II,MARU,CFG INVESTMENT S.A.C.,ACERO NAVAL,RSW,45.33000183,1052,540.17,20
CO-19871-PM,2017-II,TASA 56,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,44.40000153,10.3,520.07,48
CO-17359-PM,2017-II,TASA 57,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,46,1051,577.42,48
PL-19860-CM,2017-II,CRUZ DEL SUR II,LOBOS MARINOS S.A.C.,MADERA,CAJ/HIE,19,365,74.42,3
HO-23066-CM,2017-II,SALVADOR II,SALVADOR ZA FISHING S.A.C.,MADERA,CAJ/HIE,21.53000069,298.28,95.35,2
HO-06173-PM,2017-II,TASA 310,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,33.54999924,705,332.16,48
CE-13954-PM,2017-II,COQUI VI,PESQUERA ISA S.R.L.,ACERO NAVAL,CSW,40.86000061,620,205.38,4
PT-14728-PM,2017-II,JORGITO,PESQUERA HUMACARE S.A.,ACERO NAVAL,RSW,33.58000183,805,294.02,7
CO-16401-PM,2017-II,SAN FERNANDO,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,41.54999924,960,400.31,27
PL-18448-PM,2017-II,BENDICION,CORPORACION WALTER S.A.C.,MADERA,CAJ/HIE,14.27000046,210,98.75,1
CO-21016-CM,2017-II,TIO SAMBITO,EMPRESA PESQUERA MARIA DEL ROCIO S.R.L.,MADERA,N/P,21.799999239999998,455,110,3
PL-20741-PM,2017-II,PONTEVEDRA,PESQUERA EXALMAR S.A.A.,MADERA,CAJ/HIE,20.299999239999998,280,104.33,23
CO-5543-PM,2017-II,ITJ 3,PESQUERA NATALIA S.A.C.,ACERO NAVAL,N/P,25.29000092,283.36,202,2
CE-6568-PM,2017-II,DALMACIA,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,N/P,40.09999847,700,347.53,27
PL-18664-CM,2017-II,JOSELITO 2,PESQUERA MARMAR S.A.C.,MADERA,CAJ/HIE,22.20999908,365,108,7
CE-2889-PM,2017-II,RIBAR XIII,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,43,720,433.31,27
CE-18337-PM,2017-II,TASA 314,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,36.34000015,1800,343.37,48
PL-2279-CM,2017-II,CRUZ DEL SUR III,LOBOS MARINOS S.A.C.,MADERA,CAJ/HIE,16.80999947,365,73.95,3
SY-19960-CM,2017-II,ALMIRANTE GRAU 1,COMERCIALIZADORA JSB S.A.C.,MADERA,CAJ/HIE,18,347,55.35,1
PL-19843-PM,2017-II,LOS ANGELES II,PESQUERA MARMAR S.A.C.,MADERA,CAJ/HIE,20.96999931,365,106.13,7
CE-1149-CM,2017-II,RIMAC,PESQUERA NIROCI S.A.C.,ACERO NAVAL,N/P,19.799999239999998,164.05,122,5
CE-4830-PM,2017-II,TASA 38,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,34.79999924,850,321,48
CO-3273-PM,2017-II,DON MOISES,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,38,839,350,20
CO-21441-CM,2017-II,CAPRICORNIO 9,PESQUERA CAPRICORNIO S.A.,ACERO NAVAL,N/P,21.89999962,283.36,58.03,7
CO-10447-PM,2017-II,RESBALOSA II,AUSTRAL GROUP S.A.A,ACERO NAVAL,N/P,37.29999924,790.44,432.13,20
CE-11079-PM,2017-II,TASA 417,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,38.75,790.44,440.69,48
CE-16660-PM,2017-II,BAMAR I,PESQUERA HAYDUK S.A.,ACERO NAVAL,RSW,48.70000076,1300,606.04,19
CO-28488-PM,2017-II,PATRICIA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,45.02000046,1450,444.82,29
PL-50093-CM,2017-II,DON GERMAN,OROSCO CASTRO JOSE ROSARIO,MADERA,N/P,22,454,104.99,4
CO-16647-PM,2017-II,CHIMBOTE 1,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,40.5,960,479.96,27
PL-18705-PM,2017-II,FLOR DE MARIA,GRUPO EMPRESARIAL PESQUERO SANTISTEBAN S.A.C.,MADERA,CAJ/HIE,21.450000760000002,340,109.83,2
PS-6710-PM,2017-II,TASA 35,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,31.09000015,402.84,321.64,48
PS-1852-PM,2017-II,TASA 315,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,36.58000183,633.84,357.65,48
PL-20294-CM,2017-II,MELISSA,PESQUERA MARMAR S.A.C.,MADERA,N/P,22.299999239999998,365,100,7
PT-18056-PM,2017-II,"NAUTICA",BARRETO PAREDES FERNANDO RICHARD,MADERA,CAJ/HIE,19.35000038,0,110,5
CO-10398-PM,2017-II,NUNCIA,AUSTRAL GROUP S.A.A,ACERO NAVAL,N/P,45.09999847,839,439.75,20
CO-5802-PM,2017-II,TASA 32,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,42.75999832,633.84,399.98,48
CO-15669-PM,2017-II,MIGUEL,PESQUERA MIGUEL S.A.C.,ACERO NAVAL,N/P,22.799999239999998,287.19,127.21,1
CO-22058-PM,2017-II,TASA 44,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,44.70000076,960,400,48
CO-4501-PM,2017-II,POLAR XII,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,43.15999985,661.95,368.64,29
CO-17361-PM,2017-II,TASA 59,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,44.68000031,1051,574.74,48
CO-13012-PM,2017-II,NUEVA RESBALOSA,AUSTRAL GROUP S.A.A,ACERO NAVAL,RSW,40,790.44,436.95,20
CE-0561-PM,2017-II,CUZCO 1,PESQUERA ROSARIO S.A.,ACERO NAVAL,N/P,36.79999924,633.84,386.58,1
CE-5718-PM,2017-II,DON MILTON,PESQUERA BETHEL S.A.,ACERO NAVAL,N/P,27.13999939,395.2,133.66,2
CE-4021-PM,2017-II,TIBURON 9,PESQUERA CARAL S.A.,ACERO NAVAL,N/P,39.59999847,421.32,310.71,3
PT-4269-CM,2017-II,MARIAJOSE,CONSORCIO MUZA S.A.C,MADERA,N/P,15,240,109.93,8
CO-15312-PM,2017-II,CARIBE,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,RSW,33.95000076,633.84,374.65,23
SY-4687-CM,2017-II,BRITNY,BARRETO PAREDES FERNANDO RICHARD,MADERA,N/P,15,420,80,5
CO-1458-PM,2017-II,CAPRICORNIO 3,PESQUERA CAPRICORNIO S.A.,ACERO NAVAL,N/P,25.04000092,402.99,192.79,7
PL-28539-PM,2017-II,ROSA MARIA MS 1,EMPRESA PESQUERA SANTA LUCIA S.A.C.,MADERA,N/P,21.89999962,540,110,3
CO-22589-PM,2017-II,SUPE,GRUPO PESQUERO S.A.C.,ACERO NAVAL,N/P,32.86999893,402,190.59,5
CO-20761-PM,2017-II,TASA 51,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,51.5,1730,586.46,48
PL-10379-CM,2017-II,ALMIRANTE GRAU,"NAHIARA ESMERALDA S.A.C.",MADERA,CAJ/HIE,20,365,88,2
CO-05580-PM,2017-II,SIMY 3,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,38.11000061,905.27,360,20
PS-10415-PM,2017-II,TASA 34,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,39.00999832,701.24,334.38,48
CO-6331-PM,2017-II,BUJAMA,PESQUERA CASABLANCA S.A.C.,ACERO NAVAL,N/P,24.54000092,540,198,5
CE-17380-PM,2017-II,MARIA I,PESQUERA CENTINELA S.A.C.,ACERO NAVAL,RSW,45,895,343.2,8
CO-13027-PM,2017-II,NUEVO SAN TELMO,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,N/P,31.09000015,526,278.96,23
CE-14210-PM,2017-II,JADRAN I,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,N/P,41.45000076,700,350.82,27
CE-1243-PM,2017-II,OSCAR,PESQUERA SABY E.I.R.L.,ACERO NAVAL,N/P,30.700000760000002,242.6,265.37,1
CE-2915-PM,2017-II,DORADO,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,N/P,37.56999969,538.97,366.38,23
CE-28225-PM,2017-II,COQUI X,PESQUERA NINFAS DEL MAR S.A.C.,ACERO NAVAL,N/P,45.79999924,1300,379.08,3
PT-28566-CM,2017-II,MUZA,CONSORCIO MUZA S.A.C,MADERA,CAJ/HIE,22.25,600,98.15,8
CE-1250-PM,2017-II,TASA 220,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,27.45999908,540,212.86,48
CE-6125-PM,2017-II,RIBAR VI,CORPORACION PESQUERA INCA S.A.C.,ACERO NAVAL,RSW,56,1440,592.99,27
CO-6239-PM,2017-II,TASA 424,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,45.15999985,633.34,402.45,48
CE-12518-PM,2017-II,C&Z 8,CFG INVESTMENT S.A.C.,ACERO NAVAL,N/P,39.5,596.8,382.53,20
MO-20444-CM,2017-II,MARIETA,CI?RA PARDO DANIELA ISABEL ;CI?RA PARDO MATIAS EDUARDO ;CI?RA PARDO NICOLAS MATEO ;CI?RA SALAZAR ROSA IVETTE ;CI?RA ZEGARRA ROSA MARIA,MADERA,N/P,23.049999239999998,164.5,110,2
CE-1255-CM,2017-II,HAWAI I,PESQUERA KARIN S.A.C.,ACERO NAVAL,N/P,20.39999962,340,118.22,1
PT-29565-CM,2017-II,GUIAME SEÑOR CAUTIVO,CONSORCIO MUZA S.A.C,MADERA,N/P,19.299999239999998,380,61.53,8
CO-0786-PM,2017-II,AREQUIPA 5,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,N/P,36.77000046,380,372,23
CE-16702-CM,2017-II,MARIA ESPERANZA II,CORPORACION SEGJONA S.A.C.,MADERA,CAJ/HIE,14.69999981,365,70.9,3
CE-29039-PM,2017-II,ANDES 52,CFG INVESTMENT S.A.C.,ACERO NAVAL,RSW,53.40000153,1875,565.78,20
CO-13008-PM,2017-II,TASA 54,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,46.93999863,1171,563.84,48
CO-13009-PM,2017-II,POLAR VII,PESQUERA DIAMANTE S.A.,ACERO NAVAL,RSW,45.22999954,1030,530,29
CO-5579-PM,2017-II,DOÑA ADDY,PESQUERA PELAYO S.A.C.,ACERO NAVAL,N/P,41.5,633.85,394.08,4
CE-11716-PM,2017-II,MODESTO 6,PESQUERA NIROCI S.A.C.,ACERO NAVAL,RSW,27.43000031,447.42,200.17,5
CE-3043-PM,2017-II,SAN ANTONIO 2,INVERSIONES ECCOLA S.A.C.,ACERO NAVAL,N/P,31.200000760000002,565,278,2
CE-2770-PM,2017-II,DON ROBERTH,PESQUERA CAPRICORNIO S.A.,ACERO NAVAL,N/P,25.05999947,510,198.69,7
CE-2911-PM,2017-II,CUZCO 4,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,N/P,37.52999878,633.84,367.75,23
CO-11998-PM,2017-II,ISABELLA,PESQUERA DIAMANTE S.A.,ACERO NAVAL,N/P,38.5,783,390.03,29
CO-12974-PM,2017-II,TASA 419,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,42.68999863,1052,427.39,48
CO-18167-PM,2017-II,CRETA,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,RSW,42.45000076,894.9,441.18,23
CE-6614-PM,2017-II,MANTA 3,PESQUERA CENTINELA S.A.C.,ACERO NAVAL,N/P,27.15999985,510,196.13,8
CO-21913-PM,2017-II,TASA 43,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,N/P,44.52000046,1305,399.31,48
CO-14268-PM,2017-II,IPANEMA,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,RSW,37.70000076,790.44,374.46,23
CO-18294-PM,2017-II,TASA 42,TECNOLOGICA DE ALIMENTOS S.A.,ACERO NAVAL,RSW,43.79999924,1195.41,473.1,48
CE-4503-PM,2017-II,SAMANCO 3,PESQUERA EXALMAR S.A.A.,ACERO NAVAL,N/P,37.45999908,661.95,360,23
